,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
463,0.654,0.9009999999999999,1,-6.401,1,0.0477,0.00446,4.68e-06,0.057,0.73,138.879,212427.0,4,31.52885,11,1
464,0.589,0.953,4,-3.3169999999999997,1,0.0619,0.0328,0.0010199999999999999,0.062,0.772,119.96700000000001,207880.0,4,23.007479999999997,10,1
465,0.524,0.797,2,-4.777,1,0.0329,0.209,0.0,0.28600000000000003,0.7829999999999999,159.859,227840.0,4,40.24797,11,1
467,0.536,0.7,5,-6.582999999999999,0,0.0522,0.00575,0.0368,0.2,0.611,135.192,194587.0,4,25.29259,11,0
468,0.47200000000000003,0.892,11,-3.52,1,0.135,0.00532,0.0,0.406,0.813,149.157,164973.0,4,68.40105,5,1
469,0.418,0.249,3,-13.744000000000002,1,0.0301,0.841,0.6609999999999999,0.11199999999999999,0.213,82.803,218547.0,4,33.61878,9,1
470,0.41200000000000003,0.446,0,-7.343,0,0.0286,0.27399999999999997,3.87e-06,0.10099999999999999,0.16699999999999998,134.55700000000002,240590.0,3,15.213120000000002,12,0
471,0.36,0.924,2,-5.582999999999999,0,0.0672,0.000109,0.11199999999999999,0.285,0.44,139.905,168547.0,4,61.973580000000005,7,0
472,0.634,0.653,11,-5.89,1,0.0689,0.434,0.0,0.109,0.5,116.156,264640.0,4,38.37958,12,1
473,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.12300000000000001,0.136,140.039,219493.0,4,39.06201,9,1
474,0.738,0.755,8,-5.728,1,0.0391,0.0272,0.0,0.273,0.19,93.04700000000001,201120.0,4,32.50222,14,1
475,0.621,0.8490000000000001,3,-4.754,1,0.0771,0.00234,0.0,0.0621,0.62,98.523,210693.0,4,54.29087,6,1
477,0.635,0.752,3,-6.906000000000001,0,0.0385,0.0391,0.9209999999999999,0.0614,0.961,128.018,238413.0,4,68.72572,7,0
478,0.33299999999999996,0.61,9,-10.133,1,0.0368,0.0262,0.0,0.0817,0.281,83.62200000000001,224720.0,3,20.33742,9,1
480,0.613,0.857,4,-4.46,1,0.0545,0.29,0.0,0.113,0.349,102.26100000000001,216733.0,4,23.52359,10,1
481,0.337,0.99,7,-3.264,0,0.151,4.28e-05,0.000337,0.332,0.126,81.108,191400.0,4,39.62852,10,0
482,0.39299999999999996,0.369,9,-12.273,0,0.293,0.975,0.85,0.0956,0.5429999999999999,181.88299999999998,241816.0,4,82.4283,9,0
483,0.691,0.366,6,-7.565,1,0.027999999999999997,0.565,0.0,0.127,0.278,88.78200000000001,217667.0,4,42.75747,10,1
484,0.371,0.965,9,-2.9019999999999997,1,0.11900000000000001,0.0178,1.1e-06,0.21,0.384,165.929,208333.0,4,47.53544,8,0
485,0.413,0.836,3,-5.593,1,0.0371,0.0316,0.0,0.293,0.503,140.515,227080.0,4,20.73541,12,1
486,0.509,0.9520000000000001,2,-4.444,0,0.336,0.14400000000000002,0.0,0.135,0.7,83.068,275373.0,4,49.43229,15,1
487,0.8109999999999999,0.456,7,-8.288,0,0.0353,0.58,1.75e-06,0.111,0.627,123.984,270840.0,4,29.664990000000003,9,0
488,0.647,0.659,0,-11.62,1,0.0348,0.0586,0.0,0.332,0.831,130.359,129600.0,4,39.75452,8,0
489,0.42100000000000004,0.821,1,-2.783,1,0.0372,0.00971,0.0,0.1,0.594,91.245,189173.0,4,32.783590000000004,9,1
490,0.528,0.499,3,-7.994,1,0.0257,0.742,0.0,0.12,0.306,99.01799999999999,186040.0,4,27.490340000000003,11,0
491,0.39,0.0674,2,-21.313000000000002,1,0.0465,0.993,0.8009999999999999,0.105,0.0699,86.059,156747.0,3,30.937790000000003,9,0
492,0.5670000000000001,0.214,10,-18.469,0,0.129,0.174,0.0,0.0797,0.639,137.01,178400.0,4,40.04615,8,0
493,0.32299999999999995,0.33299999999999996,3,-10.068999999999999,0,0.0316,0.862,1.87e-06,0.151,0.297,170.07299999999998,345533.0,4,23.85915,14,0
494,0.737,0.258,10,-7.784,1,0.0528,0.259,2.71e-06,0.10099999999999999,0.83,61.028,245867.0,4,26.677059999999997,10,1
495,0.745,0.598,11,-10.562000000000001,0,0.0754,0.009590000000000001,0.0422,0.10300000000000001,0.654,131.977,307760.0,4,39.77837,14,0
496,0.76,0.718,6,-3.0869999999999997,1,0.147,0.00413,7.63e-06,0.18,0.927,104.42,212440.0,4,36.33562,13,1
497,0.6990000000000001,0.919,1,-4.419,1,0.040999999999999995,0.0032700000000000003,0.337,0.327,0.451,112.025,208680.0,4,25.83482,12,0
498,0.483,0.907,6,-3.1660000000000004,1,0.045,0.000822,0.0,0.11699999999999999,0.35200000000000004,130.984,238701.0,4,36.36371,8,1
499,0.579,0.385,7,-7.885,1,0.0256,0.88,2.17e-06,0.16399999999999998,0.145,103.779,259507.0,4,32.65811,12,1
500,0.6779999999999999,0.643,10,-1.9240000000000002,0,0.0441,0.6629999999999999,0.0,0.142,0.415,114.943,321040.0,3,37.261790000000005,13,0
501,0.51,0.818,5,-5.626,1,0.0415,0.000722,0.000659,0.151,0.395,156.05,256453.0,4,27.133059999999997,15,1
502,0.6,0.43200000000000005,4,-9.673,0,0.05,0.191,0.0471,0.114,0.276,71.97399999999999,236960.0,4,25.144070000000003,11,0
504,0.7609999999999999,0.69,11,-5.56,1,0.11,0.0225,0.0,0.34,0.742,114.98700000000001,235480.0,4,69.93885999999999,10,1
505,0.657,0.29100000000000004,2,-10.572000000000001,1,0.0293,0.872,0.0,0.114,0.298,103.973,232533.0,4,26.4119,13,1
506,0.8390000000000001,0.508,11,-6.182,1,0.0879,0.00974,0.0,0.0962,0.5589999999999999,82.027,250627.0,4,25.53615,17,1
507,0.22899999999999998,0.0476,8,-17.752,1,0.0317,0.922,0.9470000000000001,0.0782,0.0442,85.037,167093.0,3,19.657970000000002,10,0
508,0.5,0.892,3,-6.195,0,0.0624,3.59e-06,0.019,0.0856,0.583,118.92,219400.0,4,27.06885,10,0
509,0.8140000000000001,0.696,10,-9.231,0,0.062,0.00046100000000000004,0.7020000000000001,0.0669,0.272,122.02600000000001,289254.0,4,39.17846,10,0
510,0.424,0.937,1,-5.354,1,0.0769,0.000884,0.0,0.113,0.156,137.861,245600.0,4,41.42371,10,1
511,0.662,0.9279999999999999,2,-4.688,1,0.377,0.00324,0.0,0.17,0.775,90.509,227427.0,4,39.678259999999995,8,1
512,0.627,0.872,11,-4.388,0,0.158,0.00566,0.0,0.522,0.5479999999999999,93.728,291800.0,4,25.65144,11,1
514,0.10099999999999999,0.9390000000000001,2,-4.936,1,0.136,0.000729,3.56e-06,0.267,0.18899999999999997,178.614,164173.0,4,40.6711,10,0
515,0.441,0.98,3,-5.257999999999999,1,0.114,0.00016299999999999998,0.0371,0.262,0.0964,107.965,334800.0,4,41.62795,11,0
516,0.738,0.932,8,-1.8980000000000001,0,0.0959,0.07400000000000001,0.000121,0.0623,0.624,126.994,204230.0,4,45.65503,8,0
517,0.616,0.758,9,-8.43,1,0.0434,0.09300000000000001,0.0,0.132,0.447,141.495,202933.0,3,34.62492,6,1
518,0.41200000000000003,0.934,3,-4.202,1,0.141,0.00476,6.5000000000000004e-06,0.105,0.534,139.79,101293.0,4,39.94075,4,0
519,0.179,0.84,5,-6.63,0,0.0857,0.0026899999999999997,0.532,0.295,0.35700000000000004,85.025,382173.0,4,85.72341999999999,14,0
520,0.887,0.759,9,-5.7620000000000005,0,0.27399999999999997,0.00998,9.97e-05,0.0967,0.488,104.471,356373.0,4,60.466840000000005,12,1
521,0.8590000000000001,0.315,6,-18.074,0,0.107,0.345,0.925,0.10800000000000001,0.153,120.51799999999999,309387.0,4,80.47378,10,0
522,0.758,0.7390000000000001,7,-4.428999999999999,1,0.0405,0.0281,0.000146,0.0439,0.848,108.995,238773.0,4,33.40802,11,1
523,0.546,0.971,5,-2.661,0,0.0965,0.0008230000000000001,2.11e-05,0.275,0.38299999999999995,100.07799999999999,216427.0,4,77.54385,5,1
524,0.381,0.9640000000000001,5,-3.7260000000000004,0,0.146,0.0104,0.0863,0.129,0.405,144.017,202227.0,5,25.14027,11,0
525,0.6729999999999999,0.812,0,-3.4360000000000004,1,0.0468,0.348,0.0,0.106,0.96,95.024,184107.0,4,21.67837,9,1
526,0.5670000000000001,0.85,6,-8.576,0,0.35100000000000003,0.157,0.0,0.304,0.7140000000000001,92.804,309973.0,4,24.6679,14,0
527,0.634,0.8490000000000001,0,-7.075,1,0.105,0.0438,0.0,0.363,0.919,156.004,175493.0,4,62.055890000000005,8,1
528,0.677,0.52,4,-6.255,0,0.33399999999999996,0.00277,0.0,0.0532,0.768,203.862,193093.0,4,35.514829999999996,10,1
529,0.647,0.6659999999999999,9,-7.513999999999999,1,0.0758,0.00040199999999999996,0.711,0.11699999999999999,0.299,99.986,143947.0,4,75.57141999999999,6,0
531,0.7090000000000001,0.469,11,-7.082999999999999,0,0.0278,0.504,0.0,0.045,0.256,113.986,256307.0,4,25.51897,11,1
532,0.573,0.452,11,-8.219,1,0.0279,0.0431,0.0,0.111,0.314,125.991,230440.0,4,46.85225,13,1
533,0.36700000000000005,0.8540000000000001,4,-4.527,0,0.0702,0.00303,3.7000000000000006e-06,0.47,0.423,99.67399999999999,296400.0,4,39.90892,9,0
535,0.48200000000000004,0.149,5,-11.91,1,0.0288,0.992,0.39899999999999997,0.10099999999999999,0.281,146.472,209682.0,4,77.89839,9,0
536,0.735,0.715,1,-8.98,0,0.0695,0.41,0.0,0.27699999999999997,0.978,90.40700000000001,61587.0,4,33.37259,3,0
537,0.544,0.16899999999999998,1,-17.224,1,0.0283,0.272,1.46e-06,0.0831,0.39,98.649,213560.0,4,42.21306,10,1
538,0.603,0.606,3,-5.06,0,0.0688,0.0108,0.00157,0.10800000000000001,0.40299999999999997,93.06,167173.0,4,50.40641,7,0
539,0.35600000000000004,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.23199999999999998,148.017,222587.0,4,32.67887,8,1
540,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.19699999999999998,0.601,126.115,177827.0,4,35.7375,9,1
541,0.7879999999999999,0.757,4,-5.159,0,0.0367,0.6940000000000001,8e-06,0.161,0.879,99.97,371400.0,4,44.99264,11,0
542,0.369,0.677,6,-7.562,0,0.0652,0.33799999999999997,0.0,0.418,0.5670000000000001,124.086,313587.0,4,33.571290000000005,13,1
543,0.377,0.935,0,-4.442,1,0.0796,2.22e-05,0.354,0.07,0.263,156.028,321132.0,4,25.19238,13,0
544,0.418,0.5489999999999999,2,-10.752,1,0.0353,0.172,5.4600000000000006e-05,0.054000000000000006,0.361,113.62,176040.0,3,20.81374,9,0
545,0.263,0.6629999999999999,9,-8.264,1,0.19,0.589,0.00451,0.342,0.25,167.271,366733.0,4,53.59621,15,1
546,0.52,0.8390000000000001,11,-7.38,1,0.107,0.0847,0.00265,0.161,0.563,135.145,261520.0,4,29.05562,13,0
547,0.677,0.531,7,-7.683,0,0.0327,0.21899999999999997,0.0,0.17300000000000001,0.57,91.104,294093.0,4,24.94535,16,1
548,0.7909999999999999,0.733,6,-5.215,0,0.052000000000000005,0.147,0.000381,0.0713,0.7609999999999999,114.98,192360.0,4,33.479729999999996,9,1
549,0.56,0.614,2,-8.538,1,0.0418,0.0598,5.25e-06,0.11199999999999999,0.526,187.954,239640.0,4,49.8278,10,1
550,0.53,0.563,3,-10.407,1,0.0348,0.217,2.14e-05,0.113,0.64,170.292,231093.0,4,31.16745,11,1
551,0.5329999999999999,0.665,5,-5.632000000000001,1,0.0317,0.0813,1.86e-05,0.332,0.212,80.975,223200.0,4,37.20245,9,1
552,0.519,0.5529999999999999,5,-4.702,1,0.0264,0.5429999999999999,0.0,0.139,0.251,140.164,251373.0,4,45.76804,10,1
553,0.488,0.9359999999999999,1,-3.431,1,0.0699,0.00043499999999999995,1e-05,0.106,0.39799999999999996,95.009,220600.0,4,26.314090000000004,8,0
554,0.192,0.35200000000000004,7,-8.045,0,0.0368,0.41,8.16e-06,0.34,0.387,70.877,186573.0,4,21.00606,7,0
555,0.41600000000000004,0.9670000000000001,9,-2.289,0,0.109,0.000367,0.0,0.0632,0.431,171.032,192787.0,4,45.72748,8,1
556,0.556,0.981,1,-2.688,0,0.128,0.00662,0.0,0.218,0.716,101.42299999999999,255467.0,4,41.4057,12,1
557,0.188,0.628,9,-7.962999999999999,0,0.0353,0.183,0.00474,0.153,0.308,198.146,426307.0,3,40.142920000000004,17,0
558,0.616,0.597,8,-5.327999999999999,1,0.0415,0.6859999999999999,0.0,0.10400000000000001,0.36200000000000004,165.50799999999998,224067.0,4,24.32955,10,1
559,0.856,0.804,1,-6.148,1,0.231,0.311,0.0,0.322,0.83,107.37700000000001,243160.0,4,28.0338,13,1
560,0.7809999999999999,0.583,6,-7.83,0,0.0628,0.0859,0.00216,0.057999999999999996,0.91,156.264,213493.0,4,24.8497,11,1
561,0.43700000000000006,0.945,11,-3.549,0,0.0611,0.0115,0.0,0.105,0.85,179.81599999999997,208120.0,4,62.84665,8,0
562,0.889,0.816,9,-4.67,1,0.247,0.47200000000000003,0.0,0.204,0.777,96.056,302693.0,4,19.67192,11,1
563,0.51,0.946,9,-3.569,0,0.0848,0.0044399999999999995,0.0,0.126,0.8109999999999999,170.07,237173.0,4,23.54543,11,0
564,0.177,0.988,6,-5.142,1,0.0996,0.000212,0.914,0.20600000000000002,0.0312,146.67,191000.0,4,36.278240000000004,10,0
565,0.669,0.8240000000000001,7,-4.377,1,0.207,0.64,0.0,0.6,0.563,90.01,153507.0,4,20.051560000000002,9,0
566,0.25,0.705,6,-6.044,1,0.0313,0.0101,0.377,0.128,0.45799999999999996,154.299,145293.0,4,50.47381,6,0
568,0.20600000000000002,0.968,9,-3.648,0,0.201,0.000309,0.009590000000000001,0.253,0.187,168.11599999999999,79333.0,4,34.99892,4,0
570,0.7340000000000001,0.599,9,-8.462,1,0.19699999999999998,0.20600000000000002,0.0,0.0555,0.772,145.185,219867.0,4,41.61653,8,1
571,0.639,0.0996,0,-16.144000000000002,1,0.0992,0.9490000000000001,0.0027300000000000002,0.105,0.359,121.289,184693.0,4,29.167790000000004,6,0
572,0.7659999999999999,0.687,9,-8.747,1,0.11800000000000001,0.00579,0.00078,0.107,0.685,93.999,288000.0,4,32.6972,12,0
573,0.46,0.995,4,-5.4670000000000005,0,0.19,5.91e-05,0.89,0.18899999999999997,0.0489,124.944,112960.0,4,27.50549,6,0
574,0.498,0.6729999999999999,0,-4.5889999999999995,1,0.0268,0.303,4.01e-05,0.0943,0.278,146.94299999999998,279933.0,4,56.7129,13,1
575,0.632,0.9229999999999999,9,-6.102,0,0.0978,0.000656,0.000582,0.0558,0.618,120.08200000000001,136975.0,4,40.69591,5,0
576,0.687,0.363,8,-10.144,1,0.0857,0.215,3.08e-06,0.305,0.519,137.365,245893.0,4,42.14456,9,1
577,0.865,0.877,11,-6.3389999999999995,0,0.239,0.106,1.21e-06,0.597,0.9420000000000001,100.177,214893.0,4,39.08781,10,1
578,0.5539999999999999,0.941,10,-3.159,0,0.0347,0.00848,0.0,0.102,0.524,134.916,202432.0,4,27.6613,8,0
579,0.213,0.988,2,-6.047999999999999,1,0.0945,9.22e-06,0.124,0.55,0.17600000000000002,92.73,188960.0,4,32.00464,10,0
580,0.27399999999999997,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,153.986,189440.0,4,35.21482,9,1
581,0.401,0.14,0,-22.695999999999998,1,0.0338,0.99,0.929,0.078,0.326,130.037,283213.0,4,35.20385,19,0
583,0.836,0.491,1,-5.734,1,0.19,0.139,0.0,0.0489,0.862,97.303,254227.0,4,35.21774,11,1
584,0.721,0.578,0,-9.705,1,0.254,0.196,0.00028700000000000004,0.20199999999999999,0.958,180.055,265787.0,4,29.793540000000004,13,0
585,0.585,0.7759999999999999,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.42700000000000005,77.987,244507.0,4,26.443920000000002,7,1
586,0.6940000000000001,0.7090000000000001,7,-6.205,0,0.10300000000000001,0.0966,0.0,0.267,0.5660000000000001,114.96600000000001,188000.0,4,20.998160000000002,9,1
587,0.442,0.941,11,-5.166,1,0.0482,4.45e-06,3.19e-06,0.23600000000000002,0.365,90.977,329160.0,4,23.621010000000002,12,0
588,0.495,0.8190000000000001,5,-5.656000000000001,0,0.0444,0.0479,0.000215,0.177,0.318,100.213,202013.0,4,39.11311,7,1
589,0.775,0.6409999999999999,1,-6.718,1,0.038,0.0327,0.0,0.18,0.305,119.97399999999999,243013.0,4,33.55043,10,1
590,0.415,0.9620000000000001,11,-2.781,0,0.0654,0.00909,0.818,0.249,0.24100000000000002,135.059,323556.0,4,36.24582,12,0
592,0.46299999999999997,0.885,9,-3.342,0,0.064,0.000207,0.0,0.327,0.0823,134.933,281627.0,4,27.16527,14,0
593,0.223,0.902,11,-5.955,1,0.0579,0.00587,1.63e-06,0.34,0.539,98.038,258113.0,4,71.1147,7,1
596,0.662,0.693,3,-4.298,1,0.0698,0.134,0.0,0.145,0.655,86.009,252120.0,4,24.77448,13,1
597,0.21899999999999997,0.9209999999999999,7,-5.662999999999999,1,0.0787,1.3699999999999998e-05,0.0515,0.12300000000000001,0.535,166.30700000000002,217133.0,4,36.199290000000005,13,0
598,0.52,0.845,4,-5.997000000000001,1,0.0467,0.27399999999999997,0.00085,0.154,0.488,111.139,374067.0,4,28.476779999999998,18,0
599,0.449,0.682,2,-5.295,0,0.028999999999999998,0.205,0.0,0.175,0.254,139.924,223533.0,4,33.73045,9,1
600,0.611,0.777,3,-6.672000000000001,1,0.0684,0.653,0.37,0.677,0.873,128.852,145493.0,4,28.167759999999998,9,0
601,0.35100000000000003,0.9279999999999999,4,-15.203,1,0.0504,0.0837,7.75e-06,0.384,0.196,133.69799999999998,207720.0,4,29.4699,12,0
602,0.479,0.7440000000000001,8,-15.270999999999999,1,0.0352,0.499,0.845,0.155,0.7140000000000001,119.463,591093.0,4,60.6117,23,0
603,0.737,0.713,3,-7.039,0,0.139,0.0311,0.488,0.0866,0.139,128.002,393750.0,4,43.62834,18,0
604,0.146,0.153,1,-18.736,0,0.0533,0.993,0.532,0.134,0.0386,172.796,179853.0,4,48.99941,9,0
605,0.754,0.6970000000000001,7,-8.942,0,0.0321,0.0767,0.000553,0.25,0.706,129.94899999999998,262956.0,4,50.9822,10,0
606,0.5720000000000001,0.985,9,-6.43,1,0.111,0.0131,9.66e-06,0.335,0.254,142.039,219707.0,4,42.42922,8,1
608,0.595,0.488,6,-7.182,0,0.0403,0.28300000000000003,7.53e-05,0.107,0.573,131.705,209680.0,4,28.31042,9,0
609,0.695,0.873,11,-5.722,0,0.0392,0.0016300000000000002,0.000198,0.154,0.799,110.021,208773.0,4,49.23985,8,1
610,0.6679999999999999,0.7240000000000001,7,-5.952999999999999,1,0.0536,0.00551,0.0,0.218,0.318,148.52200000000002,221373.0,4,40.15019,12,1
611,0.5489999999999999,0.693,2,-5.572,1,0.0311,0.18,1.75e-06,0.153,0.8190000000000001,170.24099999999999,249412.0,4,42.68728,11,1
612,0.6579999999999999,0.948,11,-5.614,0,0.0451,0.013000000000000001,0.00337,0.358,0.797,142.94899999999998,309493.0,4,28.93631,12,0
613,0.6920000000000001,0.588,7,-6.086,1,0.306,0.0173,0.0,0.634,0.45,180.02700000000002,198667.0,4,40.55604,9,1
614,0.66,0.65,1,-10.515999999999998,0,0.22699999999999998,0.0543,0.0,0.237,0.685,143.922,238387.0,4,23.62248,14,1
615,0.593,0.601,6,-5.996,1,0.028999999999999998,0.122,5.69e-06,0.18100000000000002,0.531,131.929,218853.0,4,25.23919,9,1
616,0.188,0.889,0,-4.91,0,0.11900000000000001,0.000458,0.00533,0.0451,0.138,96.54299999999999,156707.0,4,69.82800999999999,5,0
617,0.528,0.961,0,-5.084,1,0.0803,0.0283,0.000197,0.32899999999999996,0.602,135.02700000000002,183440.0,4,18.34262,9,0
618,0.254,0.8490000000000001,4,-3.255,1,0.16399999999999998,1.3699999999999998e-05,0.6829999999999999,0.33799999999999997,0.0593,111.36200000000001,253240.0,4,47.53139,10,0
619,0.461,0.9359999999999999,2,-7.171,1,0.11199999999999999,0.23199999999999998,6.890000000000001e-05,0.366,0.78,124.604,144880.0,4,39.391690000000004,7,0
620,0.48200000000000004,0.637,9,-10.568,1,0.0266,0.000135,0.782,0.0643,0.40399999999999997,160.056,243467.0,4,30.54128,12,0
621,0.449,0.7759999999999999,2,-5.593999999999999,1,0.0322,0.0017100000000000001,0.0,0.0698,0.198,148.11,269307.0,4,19.83051,11,1
622,0.72,0.672,7,-6.852,1,0.0551,0.009000000000000001,0.0,0.23199999999999998,0.705,124.986,204640.0,4,23.278979999999997,10,1
623,0.718,0.708,7,-8.523,1,0.15,0.54,0.0,0.27,0.95,87.24,199200.0,4,27.06017,9,0
625,0.7609999999999999,0.488,9,-7.3260000000000005,1,0.043,0.19899999999999998,0.00236,0.0864,0.682,100.024,217146.0,4,59.13316999999999,8,0
626,0.9359999999999999,0.6779999999999999,4,-3.012,0,0.21,0.0795,0.0,0.0838,0.8220000000000001,96.911,255640.0,4,83.82233000000001,10,1
627,0.423,0.9540000000000001,4,-7.985,0,0.0786,0.0014199999999999998,0.835,0.0627,0.0639,129.993,307801.0,3,24.86722,14,0
628,0.496,0.602,7,-5.29,1,0.0265,0.33399999999999996,0.0035600000000000002,0.147,0.39799999999999996,75.51899999999999,259573.0,4,27.901259999999997,10,1
629,0.638,0.853,11,-2.312,0,0.127,0.163,0.0,0.0428,0.8340000000000001,92.65700000000001,270973.0,4,29.579190000000004,12,1
630,0.4,0.871,7,-4.914,0,0.0506,0.000283,0.813,0.361,0.126,132.012,629173.0,3,22.35277,21,0
631,0.0858,0.929,6,-5.755,1,0.138,0.000745,0.8340000000000001,0.57,0.12,169.80900000000003,28920.0,4,0.0,2,0
632,0.56,0.41,8,-7.2139999999999995,1,0.0259,0.48200000000000004,0.0,0.11900000000000001,0.187,131.915,222280.0,4,42.73577,9,1
633,0.779,0.946,0,-6.069,1,0.0636,0.00485,8.159999999999999e-05,0.18899999999999997,0.604,119.945,310067.0,4,64.82979,13,0
634,0.655,0.747,4,-4.41,1,0.0333,0.0369,1.29e-06,0.0449,0.613,118.054,239400.0,4,23.157629999999997,12,1
636,0.165,0.6890000000000001,2,-6.745,0,0.0327,9.42e-05,0.158,0.0722,0.0883,82.448,448067.0,3,36.06022,17,0
637,0.802,0.785,9,-4.781000000000001,1,0.207,0.14,0.0,0.12300000000000001,0.435,99.99799999999999,206400.0,4,38.8086,12,1
638,0.777,0.81,7,-4.968,1,0.0462,0.0192,0.0,0.0861,0.787,78.021,276320.0,4,41.99645,13,1
639,0.568,0.7340000000000001,10,-4.1080000000000005,1,0.0279,0.00885,1.29e-06,0.162,0.642,99.993,313933.0,4,29.48074,10,0
640,0.423,0.922,3,-2.602,1,0.0411,0.017,0.0,0.102,0.5670000000000001,156.063,204853.0,4,23.03406,11,1
641,0.563,0.402,9,-10.495999999999999,1,0.0668,0.252,2.07e-06,0.0886,0.2,115.561,310520.0,4,100.00688000000001,10,1
642,0.452,0.983,2,1.137,0,0.0694,0.0013599999999999999,0.000192,0.133,0.556,148.829,216880.0,4,52.53548000000001,13,0
643,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.6920000000000001,90.598,199907.0,4,22.41895,11,1
644,0.531,0.91,0,-6.831,1,0.13,0.0025,0.00042199999999999996,0.109,0.266,145.048,117907.0,4,61.67736,4,0
645,0.691,0.8390000000000001,3,-7.449,1,0.0263,0.0604,0.153,0.264,0.8059999999999999,130.99200000000002,245653.0,4,53.60612,9,0
646,0.585,0.6559999999999999,0,-7.289,1,0.038,0.005220000000000001,0.0,0.0774,0.7170000000000001,123.531,209653.0,4,56.64349,9,0
647,0.955,0.768,1,-5.54,0,0.18100000000000002,0.0134,0.0,0.308,0.741,125.04,194293.0,4,23.83386,10,1
648,0.598,0.315,11,-9.83,1,0.0282,0.634,0.191,0.0825,0.172,96.684,213307.0,3,38.34967,9,1
649,0.937,0.695,0,-6.932,1,0.134,0.0005769999999999999,3.19e-05,0.295,0.457,99.99700000000001,278707.0,4,20.82038,11,1
650,0.625,0.9440000000000001,7,-10.45,1,0.0457,0.000268,0.368,0.142,0.637,135.033,217267.0,4,44.933040000000005,11,0
652,0.562,0.754,5,-5.162999999999999,1,0.0392,0.0199,0.0,0.311,0.6759999999999999,175.021,170960.0,4,39.719159999999995,9,1
653,0.581,0.49,2,-10.657,1,0.0355,0.366,7.51e-06,0.10099999999999999,0.45399999999999996,82.881,293600.0,4,42.94932,10,1
654,0.504,0.596,5,-4.412,1,0.0279,0.239,0.0,0.0972,0.168,142.05100000000002,209933.0,4,38.99353,10,1
655,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,274387.0,4,23.45474,11,1
656,0.833,0.6809999999999999,1,-6.028,0,0.215,0.0956,0.0,0.0414,0.887,95.48,282533.0,4,23.11831,10,1
657,0.0811,0.6579999999999999,11,-6.803999999999999,1,0.051,1.4099999999999999e-05,0.903,0.111,0.251,62.825,523333.0,4,24.52345,16,0
658,0.688,0.995,8,-6.518,1,0.0568,0.0016699999999999998,0.878,0.455,0.159,145.996,265541.0,4,53.139509999999994,12,0
659,0.88,0.43799999999999994,0,-7.562,1,0.248,0.0147,0.0,0.0907,0.7140000000000001,90.02,324907.0,4,39.73121,13,1
660,0.649,0.718,7,-4.984,0,0.0594,0.0067599999999999995,4.26e-06,0.174,0.47700000000000004,79.993,249293.0,4,52.609019999999994,11,1
661,0.626,0.267,9,-13.962,1,0.0301,0.812,0.882,0.111,0.142,109.191,313387.0,4,34.09603,15,0
662,0.157,0.58,0,-12.5,0,0.0438,0.762,0.925,0.124,0.183,191.21400000000003,424867.0,5,32.68671,15,0
663,0.8290000000000001,0.672,11,-7.022,0,0.128,0.000198,0.314,0.0502,0.621,127.979,333750.0,4,30.006359999999997,11,0
664,0.271,0.985,1,-3.7560000000000002,1,0.127,2.22e-06,0.738,0.401,0.316,116.024,154107.0,3,63.81561,5,0
666,0.222,0.9940000000000001,1,-5.394,1,0.125,0.00010700000000000001,0.000408,0.18100000000000002,0.0247,66.222,53453.0,3,0.0,2,0
667,0.677,0.919,2,-3.009,1,0.0344,0.054000000000000006,1.48e-06,0.113,0.902,120.961,224267.0,4,22.10361,11,1
668,0.191,0.9890000000000001,11,-10.552999999999999,0,0.32899999999999996,0.0229,0.249,0.35600000000000004,0.0377,85.219,197307.0,4,43.007529999999996,9,0
669,0.44799999999999995,0.45299999999999996,10,-6.563,1,0.0286,0.273,0.000342,0.0751,0.359,149.815,270893.0,4,29.33115,15,1
670,0.149,0.9990000000000001,5,-4.225,1,0.114,3.17e-06,0.91,0.518,0.322,85.03,264413.0,4,45.46376,11,0
671,0.87,0.6990000000000001,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.96700000000001,198440.0,4,31.29151,9,0
672,0.657,0.629,6,-4.938,1,0.0782,0.19399999999999998,0.0,0.254,0.726,93.985,266893.0,4,37.0818,14,1
673,0.267,0.932,9,-4.981,0,0.158,2.42e-06,0.174,0.0396,0.41100000000000003,172.31799999999998,102440.0,4,22.97723,5,0
675,0.655,0.5529999999999999,9,-6.854,0,0.0891,0.0636,1.73e-05,0.126,0.531,70.033,224667.0,4,23.93606,7,1
676,0.214,0.9590000000000001,9,-4.791,1,0.12300000000000001,3.8900000000000004e-05,0.8640000000000001,0.0865,0.298,126.60600000000001,158360.0,4,63.70952,6,0
677,0.7170000000000001,0.85,10,-5.329,1,0.0473,0.368,0.0,0.0495,0.805,119.005,204000.0,4,30.96252,12,1
