,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
173,0.36700000000000005,0.833,8,-8.8,1,0.0322,0.19699999999999998,0.8029999999999999,0.136,0.491,93.08,261400.0,4,16.78397,15,0
174,0.529,0.948,0,-3.5269999999999997,1,0.0474,0.258,9.35e-06,0.28300000000000003,0.65,146.024,238000.0,4,25.16272,11,1
175,0.727,0.83,7,-8.699,1,0.125,0.0286,0.000368,0.145,0.59,97.602,229800.0,4,47.60881,8,1
176,0.374,0.344,6,-9.012,0,0.0341,0.45899999999999996,0.397,0.0915,0.0386,152.11,318880.0,4,26.48821,15,0
177,0.613,0.778,10,-3.9330000000000003,0,0.0689,0.0985,0.0,0.35600000000000004,0.626,129.483,252093.0,4,91.30839,8,1
178,0.7879999999999999,0.541,6,-5.987,0,0.0387,0.125,0.000231,0.0679,0.9279999999999999,118.05799999999999,150293.0,4,29.233190000000004,6,0
179,0.9079999999999999,0.763,1,-5.739,1,0.28,0.0395,0.0,0.0646,0.593,97.10600000000001,273467.0,4,23.51463,11,1
182,0.419,0.988,3,-2.241,0,0.111,0.000304,0.589,0.289,0.37799999999999995,97.036,189133.0,4,25.31017,10,0
183,0.6609999999999999,0.67,11,-7.645,0,0.258,0.0873,2.01e-06,0.0794,0.6609999999999999,148.02,352280.0,4,67.8362,14,1
184,0.537,0.342,4,-9.785,1,0.0338,0.833,0.6,0.0856,0.156,128.33100000000002,255387.0,3,40.58623,10,1
185,0.632,0.484,9,-11.772,1,0.10400000000000001,0.156,0.0,0.153,0.873,80.687,174707.0,4,46.8153,9,0
186,0.664,0.862,6,-5.403,1,0.0679,0.37799999999999995,4.19e-06,0.0824,0.782,91.91,227347.0,4,33.83419,8,1
187,0.643,0.843,3,-5.5329999999999995,1,0.0384,0.172,0.0247,0.122,0.6659999999999999,105.744,252800.0,3,50.25079,9,1
188,0.6759999999999999,0.738,6,-6.693,1,0.0262,0.0497,2.7000000000000004e-06,0.0784,0.6970000000000001,101.944,216693.0,4,21.42116,12,1
189,0.509,0.59,9,-10.096,1,0.0891,0.00413,0.0202,0.0633,0.624,159.945,235173.0,4,52.04269,10,0
190,0.866,0.7490000000000001,2,-3.977,1,0.253,0.15,0.0,0.0614,0.8909999999999999,92.074,250747.0,4,20.80496,10,1
191,0.435,0.8059999999999999,7,-5.222,1,0.0819,0.395,0.0,0.0842,0.596,93.162,258053.0,4,24.19913,9,0
192,0.436,0.746,2,-5.301,1,0.0843,0.0768,2.49e-06,0.126,0.301,132.06,471267.0,4,46.90335,18,0
193,0.48700000000000004,0.759,11,-4.849,1,0.0405,0.0273,0.0,0.165,0.22699999999999998,80.958,208360.0,4,37.25538,10,1
194,0.585,0.12300000000000001,3,-13.695,1,0.0711,0.99,0.0104,0.14300000000000002,0.9690000000000001,115.145,102907.0,4,35.1975,6,0
195,0.585,0.927,5,-5.252999999999999,1,0.04,0.00432,0.0,0.17800000000000002,0.672,142.043,226253.0,4,47.06438,6,1
196,0.821,0.727,6,-6.2620000000000005,1,0.105,0.134,2.4e-06,0.0532,0.971,130.0,273020.0,4,67.4764,11,1
197,0.598,0.8079999999999999,10,-5.209,1,0.0388,0.0030399999999999997,0.0,0.147,0.28800000000000003,128.025,232240.0,4,34.01039,11,1
198,0.752,0.9209999999999999,5,-4.321000000000001,0,0.0696,0.0182,0.0,0.256,0.634,115.03299999999999,236693.0,4,51.402390000000004,13,1
200,0.244,0.67,6,-5.9239999999999995,1,0.0286,0.000685,0.00274,0.109,0.502,170.65400000000002,331467.0,3,59.1293,13,0
201,0.603,0.253,5,-14.335999999999999,0,0.0282,0.67,0.0854,0.11599999999999999,0.0999,76.91199999999999,347653.0,4,22.75065,17,0
202,0.6759999999999999,0.73,9,-10.380999999999998,1,0.0296,0.39299999999999996,0.125,0.136,0.664,104.001,216533.0,4,42.74351,8,0
203,0.45399999999999996,0.9109999999999999,2,-3.8569999999999998,1,0.0794,0.0184,0.0,0.128,0.445,93.21799999999999,186760.0,4,58.33991999999999,6,0
204,0.075,0.858,9,-5.01,0,0.0651,2.71e-06,0.79,0.0395,0.31,61.106,462400.0,4,37.73448,20,0
205,0.6579999999999999,0.742,1,-3.511,1,0.0319,0.39,0.000331,0.125,0.698,123.316,227027.0,4,42.516009999999994,8,1
